run_date,fetched_at,category,sub_category,listing_id,title,address,price_text,price_yen,area_sqm,area_tsubo,unit_price_per_sqm,unit_price_per_tsubo,layout_text,detail_text,detail_url
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105562918/,東玉川1丁目戸建,東京都世田谷区東玉川1,33万,330000.0,87.35,26.423375990876597,,,2SLDK,1階 | 33万円 33万円 | 2SLDK 87.35m 2,https://suumo.jp/chintai/jnc_000105562918/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000104996956/,Fullea奥沢,東京都世田谷区奥沢3,18.5万,185000.0,31.6,9.559000358462514,,,1LDK,3階 | - - | 1LDK 31.6m 2,https://suumo.jp/chintai/jnc_000104996956/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000079734305/,Branche JIYUGAOKA,東京都世田谷区奥沢4,12.2万,122000.0,31.5,9.528750357328137,,,1DK,4階 | - 12.2万円 | 1DK 31.5m 2,https://suumo.jp/chintai/jnc_000079734305/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000044966351/,ウェルスクエアイズム奥沢,東京都世田谷区奥沢1,10.5万,105000.0,22.61,6.8395252564821964,,,1K,4階 | 10.5万円 10.5万円 | 1K 22.61m 2,https://suumo.jp/chintai/jnc_000044966351/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105591168/,メゾンイトウ,東京都世田谷区奥沢1,6.5万,65000.0,23.6,7.13900026771251,,,ワンルーム,1階 | 6.5万円 6.5万円 | ワンルーム 23.6m 2,https://suumo.jp/chintai/jnc_000105591168/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000104897244/,コスモリード奥沢,東京都世田谷区奥沢1,15.5万,155000.0,35.35,10.693375401001576,,,1DK,2階 | 15.5万円 - | 1DK 35.35m 2,https://suumo.jp/chintai/jnc_000104897244/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105773110/,根岸ビル,東京都世田谷区奥沢4,10.5万,105000.0,33.23,10.052075376952825,,,ワンルーム,3階 | 10.5万円 10.5万円 | ワンルーム 33.23m 2,https://suumo.jp/chintai/jnc_000105773110/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105689084/,奥沢4丁目戸建,東京都世田谷区奥沢4,34万,340000.0,74.94,22.669350850100656,,,1SK,- | 34万円 34万円 | 1SK 74.94m 2,https://suumo.jp/chintai/jnc_000105689084/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000103551152/,日興パレセゾン田園調布,東京都世田谷区東玉川1,6.5万,65000.0,13.84,4.186600156997506,,,ワンルーム,3階 | 6.5万円 - | ワンルーム 13.84m 2,https://suumo.jp/chintai/jnc_000103551152/
2026-03-16,2026-03-16T06:48:01+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105637223/,パーシモンヒルズ,東京都目黒区柿の木坂1,22.7万,227000.0,57.96,17.532900657483776,,,2LDK,3階 | 22.7万円 22.7万円 | 2LDK 57.96m 2,https://suumo.jp/chintai/jnc_000105637223/
