run_date,fetched_at,category,sub_category,listing_id,title,address,price_text,price_yen,area_sqm,area_tsubo,unit_price_per_sqm,unit_price_per_tsubo,layout_text,detail_text,detail_url
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000104996962/,東急目黒線 奥沢駅 5階建 新築,東京都世田谷区奥沢3,18.7万,187000.0,31.6,9.559000358462514,,,1LDK,4階 | - - | 1LDK 31.6m 2,https://suumo.jp/chintai/jnc_000104996962/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106460744/,SUNY COURT,東京都世田谷区奥沢2,9.4万,94000.0,27.94,8.451850316944387,,,1K,1階 | 9.4万円 9.4万円 | 1K 27.94m 2,https://suumo.jp/chintai/jnc_000106460744/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106854697/,CHEZーSOI OKUSAWA2,東京都世田谷区奥沢4,11.7万,117000.0,36.22,10.956550410870639,,,1K,2階 | 11.7万円 11.7万円 | 1K 36.22m 2,https://suumo.jp/chintai/jnc_000106854697/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000055851730/,東急目黒線 奥沢駅 2階建 築23年,東京都世田谷区奥沢3,8.6万,86000.0,23.18,7.011950262948134,,,1K,1階 | 8.6万円 8.6万円 | 1K 23.18m 2,https://suumo.jp/chintai/jnc_000055851730/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105398067/,ジーリョ自由が丘,東京都世田谷区奥沢7,11.9万,119000.0,25.84,7.8166002931225105,,,1K,3階 | 11.9万円 14.28万円 | 1K 25.84m 2,https://suumo.jp/chintai/jnc_000105398067/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106862919/,リュエル ラ ビュイ自由が丘,東京都目黒区自由が丘1,16.5万,165000.0,48.75,14.746875553007833,,,1LDK,2階 | 16.5万円 16.5万円 | 1LDK 48.75m 2,https://suumo.jp/chintai/jnc_000106862919/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106335826/,ルクレ自由が丘,東京都目黒区自由が丘2,25.6万,256000.0,49.09,14.849725556864708,,,1LDK,2階 | - - | 1LDK 49.09m 2,https://suumo.jp/chintai/jnc_000106335826/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106034522/,CHART HOUSE自由が丘,東京都世田谷区奥沢2,16.9万,169000.0,48.66,14.719650551986893,,,1SDK,1階 | 16.9万円 16.9万円 | 1SDK 48.66m 2,https://suumo.jp/chintai/jnc_000106034522/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105382381/,北村方,東京都目黒区自由が丘2,13万,130000.0,35.0,10.587500397031265,,,2DK,2階 | 13万円 13万円 | 2DK 35m 2,https://suumo.jp/chintai/jnc_000105382381/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105070892/,T’s Cuore BLISS自由が丘,東京都目黒区自由が丘1,18.5万,185000.0,34.26,10.363650388636888,,,ワンルーム,1階 | 18.5万円 - | ワンルーム 34.26m 2,https://suumo.jp/chintai/jnc_000105070892/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106837750/,SS自由が丘,東京都目黒区自由が丘1,8.7万,87000.0,19.8,5.9895002246062585,,,1K,3階 | 8.7万円 - | 1K 19.8m 2,https://suumo.jp/chintai/jnc_000106837750/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000104962377/,レジディア自由が丘,東京都目黒区中根1,18.6万,186000.0,39.45,11.933625447510954,,,1LDK,4階 | 18.6万円 - | 1LDK 39.45m 2,https://suumo.jp/chintai/jnc_000104962377/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105825921/,ドルチェヴィータ自由が丘,東京都目黒区自由が丘1,11.8万,118000.0,25.4,7.68350028813126,,,1K,3階 | 11.8万円 11.8万円 | 1K 25.4m 2,https://suumo.jp/chintai/jnc_000105825921/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105710858/,自由が丘カントリー倶楽部,東京都世田谷区奥沢5,12.5万,125000.0,26.45,8.001125300042197,,,1K,1階 | 12.5万円 12.5万円 | 1K 26.45m 2,https://suumo.jp/chintai/jnc_000105710858/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105989393/,ヴェルデ自由が丘,東京都目黒区緑が丘2,10.8万,108000.0,24.0,7.26000027225001,,,1K,2階 | 10.8万円 10.8万円 | 1K 24m 2,https://suumo.jp/chintai/jnc_000105989393/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106732363/,タウンコート自由が丘,東京都世田谷区奥沢6,8.2万,82000.0,21.0,6.3525002382187585,,,1K,1階 | 8.2万円 - | 1K 21m 2,https://suumo.jp/chintai/jnc_000106732363/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000076762241/,Florence自由が丘,東京都目黒区自由が丘1,13.9万,139000.0,26.4,7.98600029947501,,,ワンルーム,2階 | - 13.9万円 | ワンルーム 26.4m 2,https://suumo.jp/chintai/jnc_000076762241/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105679265/,エルプラド自由が丘,東京都世田谷区奥沢5,11.8万,118000.0,24.6,7.44150027905626,,,ワンルーム,2階 | 11.8万円 11.8万円 | ワンルーム 24.6m 2,https://suumo.jp/chintai/jnc_000105679265/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106372845/,カスタリア自由が丘,東京都目黒区自由が丘1,16万,160000.0,31.02,9.383550351883137,,,1DK,2階 | 16万円 16万円 | 1DK 31.02m 2,https://suumo.jp/chintai/jnc_000106372845/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000045823474/,アレーロ自由が丘,東京都目黒区自由が丘1,10.9万,109000.0,24.02,7.2660502724768845,,,ワンルーム,2階 | - - | ワンルーム 24.02m 2,https://suumo.jp/chintai/jnc_000045823474/
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100495514448,東急東横線 自由が丘駅 2階建 築15年,東京都世田谷区深沢2,25万,250000.0,74.52,22.54230084533628,,,2LDK,1階 | 25万円 25万円 | 2LDK 74.52m 2,https://suumo.jp/chintai/jnc_000105704092/?bc=100495514448
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100499191437,深沢三輪舎,東京都世田谷区深沢3,13万,130000.0,58.36,17.653900662021275,,,1LDK,3階 | - 13万円 | 1LDK 58.36m 2,https://suumo.jp/chintai/jnc_000102458351/?bc=100499191437
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100504957329,自由ヶ丘グリーンハウス,東京都世田谷区奥沢6,14.5万,145000.0,35.0,10.587500397031265,,,1DK,3階 | 14.5万円 - | 1DK 35m 2,https://suumo.jp/chintai/jnc_000106183307/?bc=100504957329
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100504957271,自由ヶ丘グリーンハウス,東京都世田谷区奥沢6,14.5万,145000.0,34.36,10.393900389771265,,,ワンルーム,4階 | 14.5万円 - | ワンルーム 34.36m 2,https://suumo.jp/chintai/jnc_000106684310/?bc=100504957271
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100501829250,fino JIYUGAOKA,東京都世田谷区奥沢5,13.5万,135000.0,23.86,7.217650270661885,,,1K,6階 | 13.5万円 - | 1K 23.86m 2,https://suumo.jp/chintai/jnc_000106354607/?bc=100501829250
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100486676749,fino JIYUGAOKA,東京都世田谷区奥沢5,18.8万,188000.0,34.81,10.530025394875953,,,ワンルーム,6階 | 18.8万円 - | ワンルーム 34.81m 2,https://suumo.jp/chintai/jnc_000104433179/?bc=100486676749
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100494381861,世田谷区東玉川1丁目戸建,東京都世田谷区東玉川1,33万,330000.0,87.35,26.423375990876597,,,3LDK,1-3階 | 33万円 33万円 | 3LDK 87.35m 2,https://suumo.jp/chintai/jnc_000105562918/?bc=100494381861
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100494177726,東急池上線 石川台駅 4階建 築43年,東京都世田谷区奥沢1,5.2万,52000.0,15.12,4.573800171517506,,,ワンルーム,4階 | 5.2万円 - | ワンルーム 15.12m 2,https://suumo.jp/chintai/jnc_000106354606/?bc=100494177726
2026-05-06,2026-05-06T07:30:07+09:00,rent,賃貸,100504038108,東急目黒線 奥沢駅 地上3階建 築16年,東京都世田谷区東玉川1,33万,330000.0,87.35,26.423375990876597,,,2SLDK,1-3階 | 33万円 33万円 | 2SLDK 87.35m 2,https://suumo.jp/chintai/jnc_000105585308/?bc=100504038108
