run_date,fetched_at,category,sub_category,listing_id,title,address,price_text,price_yen,area_sqm,area_tsubo,unit_price_per_sqm,unit_price_per_tsubo,layout_text,detail_text,detail_url
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107378223/,東急目黒線 奥沢駅 3階建 築16年,東京都世田谷区東玉川1,31万,310000.0,87.35,26.423375990876597,,,3LDK,- | 31万円 31万円 | 3LDK 87.35m 2,https://suumo.jp/chintai/jnc_000107378223/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106931521/,東急目黒線 奥沢駅 4階建 築5年,東京都世田谷区奥沢4,14万,140000.0,36.61,11.074525415294703,,,1LDK,1階 | - 14万円 | 1LDK 36.61m 2,https://suumo.jp/chintai/jnc_000106931521/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000105608468/,ウェルスクエアイズム奥沢,東京都世田谷区奥沢1,10.9万,109000.0,23.4,7.078500265443759,,,ワンルーム,3階 | 10.9万円 10.9万円 | ワンルーム 23.4m 2,https://suumo.jp/chintai/jnc_000105608468/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107244060/,ヴィスタガーデン自由が丘,東京都世田谷区奥沢2,13万,130000.0,25.48,7.707700289038761,,,1K,5階 | 13万円 - | 1K 25.48m 2,https://suumo.jp/chintai/jnc_000107244060/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107362762/,世田谷区東玉川1丁目戸建,東京都世田谷区東玉川1,33万,330000.0,87.35,26.423375990876597,,,2SLDK,1-3階 | 33万円 33万円 | 2SLDK 87.35m 2,https://suumo.jp/chintai/jnc_000107362762/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107378147/,EXAM奥沢,東京都世田谷区奥沢3,14.9万,149000.0,31.1,9.407750352790638,,,1LDK,4階 | 14.9万円 14.9万円 | 1LDK 31.1m 2,https://suumo.jp/chintai/jnc_000107378147/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000079740847/,東急目黒線 奥沢駅 4階建 築14年,東京都世田谷区奥沢4,12.2万,122000.0,31.5,9.528750357328137,,,1DK,4階 | - 12.2万円 | 1DK 31.5m 2,https://suumo.jp/chintai/jnc_000079740847/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000104996958/,Fullea奥沢,東京都世田谷区奥沢3,18.7万,187000.0,31.6,9.559000358462514,,,1LDK,4階 | - - | 1LDK 31.6m 2,https://suumo.jp/chintai/jnc_000104996958/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107353761/,ALERO自由が丘South,東京都世田谷区奥沢2,18.8万,188000.0,46.03,13.924075522152831,,,1LDK,1階 | 18.8万円 18.8万円 | 1LDK 46.03m 2,https://suumo.jp/chintai/jnc_000107353761/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107238277/,Arc奥沢B棟,東京都世田谷区奥沢1,13.8万,138000.0,36.85,11.147125418017202,,,1LDK,1階 | 13.8万円 13.8万円 | 1LDK 36.85m 2,https://suumo.jp/chintai/jnc_000107238277/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107372967/,アネックス,東京都世田谷区奥沢1,12.8万,128000.0,39.25,11.873125445242204,,,2DK,2階 | 25.6万円 - | 2DK 39.25m 2,https://suumo.jp/chintai/jnc_000107372967/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107296648/,東急目黒線 奥沢駅 7階建 築35年,東京都世田谷区奥沢1,24万,240000.0,88.67,26.82267600585035,,,2LDK,4階 | 24万円 24万円 | 2LDK 88.67m 2,https://suumo.jp/chintai/jnc_000107296648/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000055887499/,ラフィネ自由が丘,東京都世田谷区奥沢3,8.6万,86000.0,23.18,7.011950262948134,,,1K,1階 | 8.6万円 8.6万円 | 1K 23.18m 2,https://suumo.jp/chintai/jnc_000055887499/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107269677/,ヴィラアイレックス奥沢,東京都世田谷区奥沢1,25万,250000.0,88.67,26.82267600585035,,,2LDK,4階 | 25万円 25万円 | 2LDK 88.67m 2,https://suumo.jp/chintai/jnc_000107269677/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000107347135/,Casa Aspera jiyugaoka カーサアスペラ自由が丘,東京都世田谷区奥沢5,48万,480000.0,91.92,27.805801042717537,,,2SLDK,1階 | 48万円 72万円 | 2SLDK 91.92m 2,https://suumo.jp/chintai/jnc_000107347135/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106925106/,コスモリード奥沢,東京都世田谷区奥沢1,15万,150000.0,35.35,10.693375401001576,,,1DK,1階 | 15万円 - | 1DK 35.35m 2,https://suumo.jp/chintai/jnc_000106925106/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000106613950/,グランピア自由が丘,東京都世田谷区奥沢5,13万,130000.0,26.17,7.916425296865949,,,1K,1階 | 13万円 - | 1K 26.17m 2,https://suumo.jp/chintai/jnc_000106613950/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,https://suumo.jp/chintai/jnc_000067652857/,ハイタウン自由ヶ丘,東京都世田谷区奥沢3,5.5万,55000.0,15.97,4.830925181159694,,,ワンルーム,5階 | 5.5万円 - | ワンルーム 15.97m 2,https://suumo.jp/chintai/jnc_000067652857/
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100499188750,深沢三輪舎,東京都世田谷区深沢3,13万,130000.0,58.36,17.653900662021275,,,1LDK,3階 | - 13万円 | 1LDK 58.36m 2,https://suumo.jp/chintai/jnc_000102458351/?bc=100499188750
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100507133929,メゾンイトウ,東京都世田谷区奥沢1,6万,60000.0,23.6,7.13900026771251,,,ワンルーム,1階 | 6万円 6万円 | ワンルーム 23.6m 2,https://suumo.jp/chintai/jnc_000107200109/?bc=100507133929
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100505259634,日興パレス田園調布第2,東京都世田谷区東玉川1,6万,60000.0,18.63,5.63557521133407,,,ワンルーム,1階 | 6万円 6万円 | ワンルーム 18.63m 2,https://suumo.jp/chintai/jnc_000105843361/?bc=100505259634
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100507388991,和宗奥沢ハイツ,東京都世田谷区奥沢3,10.4万,104000.0,31.3,9.468250355059388,,,1DK,2階 | - - | 1DK 31.3m 2,https://suumo.jp/chintai/jnc_000105887855/?bc=100507388991
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100506614126,Lagom Shinju,東京都世田谷区玉川田園調布1,21万,210000.0,55.5,16.788750629578146,,,2LDK,3階 | 21万円 21万円 | 2LDK 55.5m 2,https://suumo.jp/chintai/jnc_000106903835/?bc=100506614126
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100507781938,レガーロ田園調布,東京都世田谷区東玉川2,16.8万,168000.0,34.92,10.563300396123765,,,1LDK,2階 | - - | 1LDK 34.92m 2,https://suumo.jp/chintai/jnc_000106087809/?bc=100507781938
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100508139347,レガーロ田園調布,東京都世田谷区東玉川2,18.3万,183000.0,34.92,10.563300396123765,,,1LDK,2階 | - - | 1LDK 34.92m 2,https://suumo.jp/chintai/jnc_000106087810/?bc=100508139347
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100503717857,Valoa自由が丘,東京都世田谷区奥沢6,22万,220000.0,52.89,15.99922559997096,,,2LDK,1階 | 22万円 22万円 | 2LDK 52.89m 2,https://suumo.jp/chintai/jnc_000106732365/?bc=100503717857
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100504864680,アレーロ自由が丘,東京都目黒区自由が丘1,10.9万,109000.0,24.02,7.2660502724768845,,,ワンルーム,2階 | - - | ワンルーム 24.02m 2,https://suumo.jp/chintai/jnc_000045823474/?bc=100504864680
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100507286883,アレーロ自由が丘,東京都目黒区自由が丘1,16.4万,164000.0,42.85,12.962125486079705,,,1LDK,B1階 | - - | 1LDK 42.85m 2,https://suumo.jp/chintai/jnc_000105818019/?bc=100507286883
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100508270108,レオパレスアットホーム,東京都世田谷区尾山台3,13万,130000.0,21.11,6.385775239466571,,,1K,2階 | - 13万円 | 1K 21.11m 2,https://suumo.jp/chintai/jnc_000107147851/?bc=100508270108
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100508272361,レオパレスアットホーム,東京都世田谷区尾山台3,13.3万,133000.0,21.11,6.385775239466571,,,1K,3階 | - 13.3万円 | 1K 21.11m 2,https://suumo.jp/chintai/jnc_000107147852/?bc=100508272361
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100478973671,レオパレスアットホーム,東京都世田谷区尾山台3,13.4万,134000.0,21.11,6.385775239466571,,,1K,3階 | - 13.4万円 | 1K 21.11m 2,https://suumo.jp/chintai/jnc_000107068908/?bc=100478973671
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100507304049,レオパレスアットホーム,東京都世田谷区尾山台3,17.1万,171000.0,42.23,12.774575479046579,,,1LDK,1階 | - 17.1万円 | 1LDK 42.23m 2,https://suumo.jp/chintai/jnc_000107248436/?bc=100507304049
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100503400612,メゾンドエルビエ,東京都世田谷区奥沢2,4.9万,49000.0,13.34,4.0353501513256305,,,ワンルーム,2階 | 4.9万円 4.9万円 | ワンルーム 13.34m 2,https://suumo.jp/chintai/jnc_000075048243/?bc=100503400612
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100508052094,GranDuo田園調布IV,東京都大田区田園調布2,19.5万,195000.0,35.78,10.82345040587939,,,1LDK,3階 | - - | 1LDK 35.78m 2,https://suumo.jp/chintai/jnc_000107353747/?bc=100508052094
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100507626650,毛利ビル,東京都世田谷区奥沢3,6.5万,65000.0,23.65,7.154125268279697,,,1K,3階 | - - | 1K 23.65m 2,https://suumo.jp/chintai/jnc_000106192137/?bc=100507626650
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100490665437,ルクレ自由が丘,東京都目黒区自由が丘2,24.3万,243000.0,49.09,14.849725556864708,,,1LDK,B1-1階 | - - | 1LDK 49.09m 2,https://suumo.jp/chintai/jnc_000107384443/?bc=100490665437
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100492174192,ルクレ自由が丘,東京都目黒区自由が丘2,24.9万,249000.0,51.01,15.430525578644708,,,1LDK,B1-1階 | - - | 1LDK 51.01m 2,https://suumo.jp/chintai/jnc_000095952927/?bc=100492174192
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100497753190,ルクレ自由が丘,東京都目黒区自由が丘2,25.6万,256000.0,49.09,14.849725556864708,,,1LDK,B1-1階 | - - | 1LDK 49.09m 2,https://suumo.jp/chintai/jnc_000106335826/?bc=100497753190
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100508274017,ルクレ自由が丘,東京都目黒区自由が丘2,25.7万,257000.0,49.09,14.849725556864708,,,1LDK,2階 | - - | 1LDK 49.09m 2,https://suumo.jp/chintai/jnc_000106330960/?bc=100508274017
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100507000400,ルクレ自由が丘,東京都目黒区自由が丘2,26万,260000.0,51.01,15.430525578644708,,,1LDK,1-2階 | - - | 1LDK 51.01m 2,https://suumo.jp/chintai/jnc_000105873343/?bc=100507000400
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100506565329,ルクレ自由が丘,東京都目黒区自由が丘2,26.1万,261000.0,48.52,14.67730055039877,,,1LDK,2階 | - - | 1LDK 48.52m 2,https://suumo.jp/chintai/jnc_000106335828/?bc=100506565329
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100502376657,ルクレ自由が丘,東京都目黒区自由が丘2,27万,270000.0,49.84,15.076600565372521,,,1LDK,2階 | - - | 1LDK 49.84m 2,https://suumo.jp/chintai/jnc_000106335827/?bc=100502376657
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100492669896,ルクレ自由が丘,東京都目黒区自由が丘2,28万,280000.0,67.04,20.279600760485028,,,2LDK,B1-1階 | - - | 2LDK 67.04m 2,https://suumo.jp/chintai/jnc_000106401870/?bc=100492669896
2026-05-27,2026-05-27T07:45:25+09:00,rent,賃貸,100492270546,ルクレ自由が丘,東京都目黒区自由が丘2,28.4万,284000.0,51.01,15.430525578644708,,,1LDK,2階 | - - | 1LDK 51.01m 2,https://suumo.jp/chintai/jnc_000105204551/?bc=100492270546
